"","year","prov","sex","ageGrp","pop"
"1154",2557,67,1,5,31161
"1155",2557,67,1,10,31584
"1156",2557,67,1,15,73449
"1157",2557,67,1,25,76389
"1158",2557,67,1,35,82693
"1159",2557,67,1,45,75187
"1160",2557,67,1,55,51072
"1161",2557,67,1,65,43315
"1162",2557,67,2,0,27530
"1163",2557,67,2,5,29192
"1164",2557,67,2,10,29804
"1165",2557,67,2,15,68379
"1166",2557,67,2,25,73241
"1167",2557,67,2,35,82240
"1168",2557,67,2,45,79835
"1169",2557,67,2,55,56203
"1170",2557,67,2,65,54627
"1171",2558,53,1,0,11176
"1172",2558,53,1,5,12671
"1173",2558,53,1,10,13506
"1174",2558,53,1,15,31350
"1175",2558,53,1,25,31114
"1176",2558,53,1,35,36704
"1177",2558,53,1,45,37042
"1178",2558,53,1,55,28291
"1179",2558,53,1,65,24174
"1180",2558,53,2,0,10443
"1181",2558,53,2,5,11718
"1182",2558,53,2,10,12660
"1183",2558,53,2,15,29591
"1184",2558,53,2,25,30135
"1185",2558,53,2,35,37068
"1186",2558,53,2,45,40330
"1187",2558,53,2,55,31276
"1188",2558,53,2,65,30835
"1189",2558,63,1,0,22940
"1190",2558,63,1,5,23752
"1191",2558,63,1,10,24179
"1192",2558,63,1,15,48273
"1193",2558,63,1,25,43418
"1194",2558,63,1,35,42004
"1195",2558,63,1,45,38573
"1196",2558,63,1,55,27926
"1197",2558,63,1,65,21656
"1198",2558,63,2,0,21548
"1199",2558,63,2,5,22349
"1200",2558,63,2,10,23184
"1201",2558,63,2,15,44302
"1202",2558,63,2,25,40922
"1203",2558,63,2,35,40643
"1204",2558,63,2,45,39460
"1205",2558,63,2,55,28893
"1206",2558,63,2,65,24946
"1207",2558,64,1,0,15626
"1208",2558,64,1,5,17258
"1209",2558,64,1,10,17459
"1210",2558,64,1,15,40268
"1211",2558,64,1,25,41652
"1212",2558,64,1,35,48713
"1213",2558,64,1,45,49148
"1214",2558,64,1,55,34558
"1215",2558,64,1,65,28789
"1216",2558,64,2,0,14763
"1217",2558,64,2,5,15923
"1218",2558,64,2,10,16017
"1219",2558,64,2,15,38335
"1220",2558,64,2,25,40198
"1221",2558,64,2,35,49500
"1222",2558,64,2,45,53965
"1223",2558,64,2,55,39644
"1224",2558,64,2,65,40269
"1225",2558,65,1,0,23401
"1226",2558,65,1,5,24791
"1227",2558,65,1,10,25256
"1228",2558,65,1,15,65367
"1229",2558,65,1,25,62482
"1230",2558,65,1,35,66829
"1231",2558,65,1,45,67427
"1232",2558,65,1,55,47623
"1233",2558,65,1,65,39154
"1234",2558,65,2,0,22088
"1235",2558,65,2,5,23332
"1236",2558,65,2,10,23917
"1237",2558,65,2,15,63253
"1238",2558,65,2,25,60413
"1239",2558,65,2,35,68428
"1240",2558,65,2,45,73361
"1241",2558,65,2,55,53410
"1242",2558,65,2,65,50662
"1243",2558,67,1,0,28684
"1244",2558,67,1,5,30686
"1245",2558,67,1,10,31209
"1246",2558,67,1,15,72808
"1247",2558,67,1,25,74674
"1248",2558,67,1,35,82495
"1249",2558,67,1,45,75607
"1250",2558,67,1,55,53084
"1251",2558,67,1,65,45166
"1252",2558,67,2,0,27072
"1253",2558,67,2,5,28647
"1254",2558,67,2,10,29514
"1255",2558,67,2,15,67564
"1256",2558,67,2,25,71695
"1257",2558,67,2,35,81625
"1258",2558,67,2,45,80352
"1259",2558,67,2,55,58552
"1260",2558,67,2,65,56963
