year	prov	sex	ageGrp	pop
2554 	65 	1 	25 	67047
2554 	65 	1 	35 	69796
2554 	65 	1 	45 	65519
2554 	65 	1 	55 	40143
2554 	65 	1 	65 	31874
2554 	65 	2 	0 	22862
2554 	65 	2 	5 	23576
2554 	65 	2 	10 	26516
2554 	65 	2 	15 	64545
2554 	65 	2 	25 	65318
2554 	65 	2 	35 	72708
2554 	65 	2 	45 	70243
2554 	65 	2 	55 	45068
2554 	65 	2 	65 	41878
2554 	67 	1 	0 	30310
2554 	67 	1 	5 	31181
2554 	67 	1 	10 	34744
2554 	67 	1 	15 	73901
2554 	67 	1 	25 	83565
2554 	67 	1 	35 	84591
2554 	67 	1 	45 	73248
2554 	67 	1 	55 	45667
2554 	67 	1 	65 	37079
2554 	67 	2 	0 	28315
2554 	67 	2 	5 	29550
2554 	67 	2 	10 	32934
2554 	67 	2 	15 	68815
2554 	67 	2 	25 	80055
2554 	67 	2 	35 	85030
2554 	67 	2 	45 	77673
2554 	67 	2 	55 	49969
2554 	67 	2 	65 	46793
2555 	53 	1 	0 	11816
2555 	53 	1 	5 	13425
2555 	53 	1 	10 	14661
2555 	53 	1 	15 	31867
2555 	53 	1 	25 	33318
2555 	53 	1 	35 	38518
2555 	53 	1 	45 	36956
2555 	53 	1 	55 	25727
2555 	53 	1 	65 	21006
2555 	53 	2 	0 	11002
2555 	53 	2 	5 	12412
2555 	53 	2 	10 	13759
2555 	53 	2 	15 	29891
2555 	53 	2 	25 	32287
2555 	53 	2 	35 	39272
2555 	53 	2 	45 	39893
2555 	53 	2 	55 	28288
2555 	53 	2 	65 	27069
2555 	63 	1 	0 	22326
2555 	63 	1 	5 	22812
2555 	63 	1 	10 	23055
2555 	63 	1 	15 	45026
2555 	63 	1 	25 	41353
2555 	63 	1 	35 	39390
2555 	63 	1 	45 	34289
2555 	63 	1 	55 	22071
2555 	63 	1 	65 	17109
2555 	63 	2 	0 	20748
2555 	63 	2 	5 	21802
2555 	63 	2 	10 	21629
2555 	63 	2 	15 	41362
2555 	63 	2 	25 	38846
2555 	63 	2 	35 	38376
2555 	63 	2 	45 	35097
2555 	63 	2 	55 	22967
2555 	63 	2 	65 	20273
2555 	64 	1 	0 	16644
2555 	64 	1 	5 	17653
2555 	64 	1 	10 	18725
2555 	64 	1 	15 	41070
2555 	64 	1 	25 	44640
2555 	64 	1 	35 	50785
2555 	64 	1 	45 	48656
2555 	64 	1 	55 	31685
2555 	64 	1 	65 	23949
2555 	64 	2 	0 	15509
2555 	64 	2 	5 	16037
2555 	64 	2 	10 	17226
2555 	64 	2 	15 	39241
2555 	64 	2 	25 	43589
2555 	64 	2 	35 	52161
2555 	64 	2 	45 	53471
2555 	64 	2 	55 	36759
2555 	64 	2 	65 	34253
2555 	65 	1 	0 	23838
2555 	65 	1 	5 	25265
2555 	65 	1 	10 	26590
2555 	65 	1 	15 	66782
2555 	65 	1 	25 	65676
2555 	65 	1 	35 	69058
2555 	65 	1 	45 	66578
2555 	65 	1 	55 	42258
2555 	65 	1 	65 	33032
2555 	65 	2 	0 	22708
2555 	65 	2 	5 	23668
2555 	65 	2 	10 	25280
2555 	65 	2 	15 	64208
2555 	65 	2 	25 	64025
2555 	65 	2 	35 	71583
2555 	65 	2 	45 	71529
2555 	65 	2 	55 	47545
2555 	65 	2 	65 	43241
2555 	67 	1 	0 	29997
2555 	67 	1 	5 	31370
2555 	67 	1 	10 	33208
2555 	67 	1 	15 	73723
2555 	67 	1 	25 	80820
2555 	67 	1 	35 	84279
2555 	67 	1 	45 	73959
2555 	67 	1 	55 	47807
2555 	67 	1 	65 	38327
2555 	67 	2 	0 	28101
2555 	67 	2 	5 	29576
2555 	67 	2 	10 	31418
2555 	67 	2 	15 	68501
2555 	67 	2 	25 	77458
2555 	67 	2 	35 	84310
2555 	67 	2 	45 	78572
2555 	67 	2 	55 	52407
2555 	67 	2 	65 	48422
2556 	53 	1 	0 	11663
2556 	53 	1 	5 	13211
2556 	53 	1 	10 	14059
2556 	53 	1 	15 	31925
2556 	53 	1 	25 	32436
2556 	53 	1 	35 	38014
2556 	53 	1 	45 	37190
2556 	53 	1 	55 	26548
2556 	53 	1 	65 	22043
2556 	53 	2 	0 	10783
2556 	53 	2 	5 	12316
2556 	53 	2 	10 	13130
2556 	53 	2 	15 	30010
2556 	53 	2 	25 	31398
2556 	53 	2 	35 	38596
2556 	53 	2 	45 	40230
2556 	53 	2 	55 	29270
2556 	53 	2 	65 	28322
2556 	63 	1 	0 	21934
2556 	63 	1 	5 	22487
2556 	63 	1 	10 	22598
2556 	63 	1 	15 	44995
2556 	63 	1 	25 	40832
2556 	63 	1 	35 	38961
2556 	63 	1 	45 	34597
2556 	63 	1 	55 	22626
2556 	63 	1 	65 	18087
2556 	63 	2 	0 	20559
2556 	63 	2 	5 	21373
2556 	63 	2 	10 	21430
2556 	63 	2 	15 	41368
2556 	63 	2 	25 	38439
2556 	63 	2 	35 	37969
2556 	63 	2 	45 	35718
2556 	63 	2 	55 	23811
2556 	63 	2 	65 	21415
2556 	64 	1 	0 	16352
2556 	64 	1 	5 	17644
2556 	64 	1 	10 	17838
2556 	64 	1 	15 	41322
2556 	64 	1 	25 	43354
2556 	64 	1 	35 	50182
2556 	64 	1 	45 	49340
2556 	64 	1 	55 	32457
2556 	64 	1 	65 	25473
2556 	64 	2 	0 	15322
2556 	64 	2 	5 	16114
2556 	64 	2 	10 	16337
2556 	64 	2 	15 	39451
2556 	64 	2 	25 	42238
2556 	64 	2 	35 	51383
2556 	64 	2 	45 	54034
2556 	64 	2 	55 	37550
2556 	64 	2 	65 	36266
2556 	65 	1 	0 	23736
2556 	65 	1 	5 	25266
2556 	65 	1 	10 	25471
2556 	65 	1 	15 	66839
2556 	65 	1 	25 	64463
2556 	65 	1 	35 	68232
2556 	65 	1 	45 	67308
2556 	65 	1 	55 	43914
2556 	65 	1 	65 	35043
2556 	65 	2 	0 	22438
2556 	65 	2 	5 	23668
2556 	65 	2 	10 	24412
2556 	65 	2 	15 	49014
2556 	65 	2 	25 	41709
2556 	65 	2 	35 	38786
2556 	65 	2 	45 	37037
2556 	65 	2 	55 	41133
2556 	65 	2 	65 	156905
2556 	67 	1 	0 	29558
2556 	67 	1 	5 	31385
2556 	67 	1 	10 	32008
2556 	67 	1 	15 	73822
2556 	67 	1 	25 	78625
2556 	67 	1 	35 	83710
2556 	67 	1 	45 	74863
2556 	67 	1 	55 	49275
2556 	67 	1 	65 	40709
2556 	67 	2 	0 	27809
2556 	67 	2 	5 	29476
2556 	67 	2 	10 	30288
2556 	67 	2 	15 	68653
2556 	67 	2 	25 	75265
2556 	67 	2 	35 	83392
2556 	67 	2 	45 	79539
2556 	67 	2 	55 	54201
2556 	67 	2 	65 	51472
2557 	53 	1 	0 	11504
2557 	53 	1 	5 	12968
2557 	53 	1 	10 	13731
2557 	53 	1 	15 	31666
2557 	53 	1 	25 	31708
2557 	53 	1 	35 	37320
2557 	53 	1 	45 	37123
2557 	53 	1 	55 	27322
2557 	53 	1 	65 	23232
2557 	53 	2 	0 	10684
2557 	53 	2 	5 	12042
2557 	53 	2 	10 	12844
2557 	53 	2 	15 	29957
2557 	53 	2 	25 	30695
2557 	53 	2 	35 	37731
2557 	53 	2 	45 	40384
2557 	53 	2 	55 	30130
2557 	53 	2 	65 	29657
2557 	63 	1 	0 	21717
2557 	63 	1 	5 	22290
2557 	63 	1 	10 	22587
2557 	63 	1 	15 	45075
2557 	63 	1 	25 	40673
2557 	63 	1 	35 	39063
2557 	63 	1 	45 	35434
2557 	63 	1 	55 	24270
2557 	63 	1 	65 	19394
2557 	63 	2 	0 	20475
2557 	63 	2 	5 	21081
2557 	63 	2 	10 	21560
2557 	63 	2 	15 	41395
2557 	63 	2 	25 	38398
2557 	63 	2 	35 	37976
2557 	63 	2 	45 	36522
2557 	63 	2 	55 	25348
2557 	63 	2 	65 	22695
2557 	64 	1 	0 	16098
2557 	64 	1 	5 	17531
2557 	64 	1 	10 	17553
2557 	64 	1 	15 	40997
2557 	64 	1 	25 	42344
2557 	64 	1 	35 	49365
2557 	64 	1 	45 	49330
2557 	64 	1 	55 	33209
2557 	64 	1 	65 	27433
2557 	64 	2 	0 	15143
2557 	64 	2 	5 	16104
2557 	64 	2 	10 	16094
2557 	64 	2 	15 	39096
2557 	64 	2 	25 	41042
2557 	64 	2 	35 	50420
2557 	64 	2 	45 	54007
2557 	64 	2 	55 	38227
2557 	64 	2 	65 	38593
2557 	65 	1 	0 	23736
2557 	65 	1 	5 	25239
2557 	65 	1 	10 	25200
2557 	65 	1 	15 	66113
2557 	65 	1 	25 	63189
2557 	65 	1 	35 	67308
2557 	65 	1 	45 	67289
2557 	65 	1 	55 	45729
2557 	65 	1 	65 	37342
2557 	65 	2 	0 	22317
2557 	65 	2 	5 	23600
2557 	65 	2 	10 	24109
2557 	65 	2 	15 	63367
2557 	65 	2 	25 	61386
2557 	65 	2 	35 	69061
2557 	65 	2 	45 	73039
2557 	65 	2 	55 	51299
2557 	65 	2 	65 	48359
2557 	67 	1 	0 	29201
2557 	67 	1 	5 	31161
2557 	67 	1 	10 	31584
2557 	67 	1 	15 	73449
2557 	67 	1 	25 	76389
2557 	67 	1 	35 	82693
2557 	67 	1 	45 	75187
2557 	67 	1 	55 	51072
2557 	67 	1 	65 	43315
2557 	67 	2 	0 	27530
2557 	67 	2 	5 	29192
2557 	67 	2 	10 	29804
2557 	67 	2 	15 	68379
2557 	67 	2 	25 	73241
2557 	67 	2 	35 	82240
2557 	67 	2 	45 	79835
2557 	67 	2 	55 	56203
2557 	67 	2 	65 	54627
2558 	53 	1 	0 	11176
2558 	53 	1 	5 	12671
2558 	53 	1 	10 	13506
2558 	53 	1 	15 	31350
2558 	53 	1 	25 	31114
2558 	53 	1 	35 	36704
2558 	53 	1 	45 	37042
2558 	53 	1 	55 	28291
2558 	53 	1 	65 	24174
2558 	53 	2 	0 	10443
2558 	53 	2 	5 	11718
2558 	53 	2 	10 	12660
2558 	53 	2 	15 	29591
2558 	53 	2 	25 	30135
2558 	53 	2 	35 	37068
2558 	53 	2 	45 	40330
2558 	53 	2 	55 	31276
2558 	53 	2 	65 	30835
2558 	63 	1 	0 	22940
2558 	63 	1 	5 	23752
2558 	63 	1 	10 	24179
2558 	63 	1 	15 	48273
2558 	63 	1 	25 	43418
2558 	63 	1 	35 	42004
2558 	63 	1 	45 	38573
2558 	63 	1 	55 	27926
2558 	63 	1 	65 	21656
2558 	63 	2 	0 	21548
2558 	63 	2 	5 	22349
2558 	63 	2 	10 	23184
2558 	63 	2 	15 	44302
2558 	63 	2 	25 	40922
2558 	63 	2 	35 	40643
2558 	63 	2 	45 	39460
2558 	63 	2 	55 	28893
2558 	63 	2 	65 	24946
2558 	64 	1 	0 	15626
2558 	64 	1 	5 	17258
2558 	64 	1 	10 	17459
2558 	64 	1 	15 	40268
2558 	64 	1 	25 	41652
2558 	64 	1 	35 	48713
2558 	64 	1 	45 	49148
2558 	64 	1 	55 	34558
2558 	64 	1 	65 	28789
2558 	64 	2 	0 	14763
2558 	64 	2 	5 	15923
2558 	64 	2 	10 	16017
2558 	64 	2 	15 	38335
2558 	64 	2 	25 	40198
2558 	64 	2 	35 	49500
2558 	64 	2 	45 	53965
2558 	64 	2 	55 	39644
2558 	64 	2 	65 	40269
2558 	65 	1 	0 	23401
2558 	65 	1 	5 	24791
2558 	65 	1 	10 	25256
2558 	65 	1 	15 	65367
2558 	65 	1 	25 	62482
2558 	65 	1 	35 	66829
2558 	65 	1 	45 	67427
2558 	65 	1 	55 	47623
2558 	65 	1 	65 	39154
2558 	65 	2 	0 	22088
2558 	65 	2 	5 	23332
2558 	65 	2 	10 	23917
2558 	65 	2 	15 	63253
2558 	65 	2 	25 	60413
2558 	65 	2 	35 	68428
2558 	65 	2 	45 	73361
2558 	65 	2 	55 	53410
2558 	65 	2 	65 	50662
2558 	67 	1 	0 	28684
2558 	67 	1 	5 	30686
2558 	67 	1 	10 	31209
2558 	67 	1 	15 	72808
2558 	67 	1 	25 	74674
2558 	67 	1 	35 	82495
2558 	67 	1 	45 	75607
2558 	67 	1 	55 	53084
2558 	67 	1 	65 	45166
2558 	67 	2 	0 	27072
2558 	67 	2 	5 	28647
2558 	67 	2 	10 	29514
2558 	67 	2 	15 	67564
2558 	67 	2 	25 	71695
2558 	67 	2 	35 	81625
2558 	67 	2 	45 	80352
2558 	67 	2 	55 	58552
2558 	67 	2 	65 	56963
