distID x y distcode distname provname
396 840230.81 1986115.87 4122 "Na Yung" "Udon Thani"
397 931576.27 1942959.50 4123 "Phibun Rak" "Udon Thani"
398 943511.53 1902834.00 4124 "Ku Kaeo" "Udon Thani"
399 924855.57 1911968.97 4125 "Prachak Silapakom" "Udon Thani"
400 787514.90 1941158.81 4201 "Muang Loei" "Loei"
401 817963.84 1941307.34 4202 "Na Duang" "Loei"
402 787731.26 1978747.32 4203 "Chiang Khan" "Loei"
403 811505.88 1984469.34 4204 "Pak Chom" "Loei"
404 739130.57 1904593.76 4205 "Dan Sai" "Loei"
405 710041.41 1928431.24 4206 "Na Haeo" "Loei"
406 753354.95 1916072.78 4207 "Phu Rua" "Loei"
407 756761.71 1949995.29 4208 "Tha Li" "Loei"
408 792309.14 1913410.81 4209 "Wang Saphung" "Loei"
409 806250.74 1870286.82 4210 "Phu Kradung" "Loei"
410 781165.57 1890119.79 4211 "Phu Luang" "Loei"
411 822565.82 1888343.83 4212 "Pha Khao" "Loei"
412 819692.36 1912278.35 4213 "Erawan" "Loei"
413 799594.75 1893021.82 4214 "Nong Hin" "Loei"
414 905530.32 1977047.46 4301 "Muang Nong Khai" "Nongkai"
415 876166.67 1971820.92 4302 "Tha Bo" "Nongkai"
416 992694.02 2027217.58 4303 "Bung Kan" "Nongkai"
417 992946.35 2004411.58 4304 "Phon Charoen" "Nongkai"
418 935460.37 1992945.50 4305 "Phon Phisai" "Nongkai"
419 969874.26 2011662.54 4306 "So Phisai" "Nongkai"
420 870739.70 1986198.91 4307 "Si Chiang Mai" "Nongkai"
421 842228.78 2000830.37 4308 "Sangkhom" "Nongkai"
422 1019444.85 1995523.14 4309 "Seka" "Nongkai"
423 959172.73 2027861.02 4310 "Pak Khat" "Nongkai"
424 1038340.32 1999806.18 4311 "Bung Khong Long" "Nongkai"
425 1006417.18 2014150.61 4312 "Sri Wilai" "Nongkai"
426 1028278.79 2023794.13 4313 "Bung Khla" "Nongkai"
427 897035.90 1960283.44 4314 "Sra Khrai" "Nongkai"
428 954333.75 1996350.02 4315 "Fao Rai" "Nongkai"
429 948985.22 2018256.01 4316 "Rattana Wapi" "Nongkai"
430 863281.85 1982188.40 4317 "Pho Tak" "Nongkai"
431 961371.55 1785039.99 4401 "Muang Maha Sarakham" "Maha Sarakham"
432 971000.07 1779220.01 4402 "Kae Dam" "Maha Sarakham"
433 928729.47 1802261.94 4403 "Kosum Phisai" "Maha Sarakham"
434 958240.42 1805956.99 4404 "Kantharawichai" "Maha Sarakham"
435 934479.99 1819379.97 4405 "Chiang Yun" "Maha Sarakham"
436 939217.48 1774305.96 4406 "Borabu" "Maha Sarakham"
437 933289.42 1751758.92 4407 "Na Chuak" "Maha Sarakham"
438 954623.68 1722187.43 4408 "Phayakkhaphum Phisai" "Maha Sarakham"
439 962191.86 1757870.98 4409 "Wapi Pathum" "Maha Sarakham"
440 953745.14 1743170.94 4410 "Na Dun" "Maha Sarakham"
441 939011.90 1734836.92 4411 "Yang Si Surat" "Maha Sarakham"
442 923596.82 1777259.92 4412 "Kut Rang" "Maha Sarakham"
443 941798.81 1834089.49 4413 "Chun Chom" "Maha Sarakham"
444 991852.12 1775713.05 4501 "Muang Roi Et" "Roi Et"
445 988121.72 1730179.51 4502 "Kaset Wisai" "Roi Et"
446 970527.67 1731751.97 4503 "Pathumrat" "Roi Et"
447 987606.82 1754921.52 4504 "Chaturaphak Phiman" "Roi Et"
448 1012838.82 1777155.60 4505 "Thawat Buri" "Roi Et"
449 1044912.40 1741234.14 4506 "Phanom Phrai" "Roi Et"
450 1031778.25 1809027.64 4507 "Phon Thong" "Roi Et"
451 1012521.75 1809463.61 4508 "Pho Chai" "Roi Et"
452 1056894.75 1810560.20 4509 "Nong Phok" "Roi Et"
453 1036120.32 1776919.13 4510 "Selaphum" "Roi Et"
454 1015597.59 1731201.56 4511 "Suwannaphum" "Roi Et"
455 1011672.38 1750950.07 4512 "Muang Sruang" "Roi Et"
456 1030888.47 1717641.59 4513 "Phon Sai" "Roi Et"
457 1019359.86 1755920.59 4514 "At Samat" "Roi Et"
458 1048008.22 1816628.67 4515 "Moei Wadi" "Roi Et"
459 984288.92 1777056.52 4516 "Sri Somdet" "Roi Et"
460 992044.13 1791986.06 4517 "Chang Han" "Roi Et"
461 1009967.28 1791465.09 4518 "Chiang Khwan" "Roi Et"
462 1037716.93 1729375.61 4519 "Nong Hi" "Roi Et"
463 1021581.83 1774219.10 4520 "Thung Khao Luang" "Roi Et"
464 987024.86 1829816.08 4601 "Muang Kalasin" "Kalasin"
465 1011957.18 1839172.62 4602 "Na Mon" "Kalasin"
466 989486.16 1806220.56 4603 "Kamalasai" "Kalasin"
467 1004875.26 1807607.58 4604 "Rong Kham" "Kalasin"
468 1037253.69 1834488.17 4605 "Kuchinarai" "Kalasin"
469 1043383.15 1852537.68 4606 "Khao Wong" "Kalasin"
470 963515.38 1823721.03 4607 "Yang Talat" "Kalasin"
471 955523.25 1842562.51 4608 "Huai Mek" "Kalasin"
472 988163.70 1855549.08 4609 "Sahat Khan" "Kalasin"
473 994126.26 1877561.60 4610 "Kham Muang" "Kalasin"
474 953631.13 1872163.03 4611 "Tha Khan Tho" "Kalasin"
475 961491.12 1855705.53 4612 "Nong Kung Sri" "Kalasin"
476 1008512.65 1860093.61 4613 "Somdet" "Kalasin"
477 1021212.16 1850678.64 4614 "Huai Phung" "Kalasin"
478 981132.60 1873517.07 4615 "Sam Chai" "Kalasin"
479 1035588.14 1858171.66 4616 "Na Khu" "Kalasin"
480 1003275.01 1827646.10 4617 "Don Chan" "Kalasin"
481 978398.87 1803160.54 4618 "Kong Chai" "Kalasin"
482 1045886.02 1907131.70 4701 "Muang Sakon Nakhon" "Sakon Nakhon"
483 1058106.98 1925973.22 4702 "Ku Su Man" "Sakon Nakhon"
484 1012458.67 1894244.63 4703 "Kut Bak" "Sakon Nakhon"
485 1019667.00 1919720.65 4704 "Phanna Nikhom" "Sakon Nakhon"
486 1004010.72 1925942.61 4705 "Phang Khon" "Sakon Nakhon"
487 989885.94 1914086.09 4706 "Waritchaphum" "Sakon Nakhon"
488 1004422.79 1907479.62 4707 "Nikhom Nam Un" "Sakon Nakhon"
489 1001895.79 1955446.60 4708 "Wanon Niwat" "Sakon Nakhon"
490 1007274.74 1978001.11 4709 "Kham Ta Kla" "Sakon Nakhon"
491 980916.99 1985929.57 4710 "Ban Muang" "Sakon Nakhon"
492 1026969.41 1957216.65 4711 "Akat Amnuai" "Sakon Nakhon"
493 974070.85 1936327.57 4712 "Sawang Daen Din" "Sakon Nakhon"
494 971971.78 1919403.05 4713 "Song Dao" "Sakon Nakhon"
495 1049265.57 1881669.20 4714 "Tao Ngoi" "Sakon Nakhon"
496 1064402.55 1890132.23 4715 "Khok Sri Supan" "Sakon Nakhon"
497 981431.46 1955321.09 4716 "Charoen Sin" "Sakon Nakhon"
498 1065091.01 1910101.22 4717 "Phon Na Kaeo" "Sakon Nakhon"
499 1023580.09 1878436.15 4718 "Phu Phan" "Sakon Nakhon"
500 1097002.46 1923163.30 4801 "Muang Nakhon Phanom" "Nakhon Phanom"
501 1089729.99 1910518.78 4802 "Pla Pak" "Nakhon Phanom"
502 1084634.88 1957487.27 4803 "Tha Uthen" "Nakhon Phanom"
503 1052478.35 1984009.70 4804 "Ban Phaeng" "Nakhon Phanom"
504 1108159.54 1886483.32 4805 "That Phanom" "Nakhon Phanom"
505 1101220.53 1894267.32 4806 "Renu Nakhon" "Nakhon Phanom"
506 1081487.06 1884761.26 4807 "Na Kae" "Nakhon Phanom"
507 1055711.40 1958793.71 4808 "Si Songkhram" "Nakhon Phanom"
508 1042523.95 1943687.69 4809 "Na Wa" "Nakhon Phanom"
509 1072561.44 1939481.24 4810 "Phon Sawan" "Nakhon Phanom"
510 1040356.35 1980144.17 4811 "Na Thom" "Nakhon Phanom"
511 1080425.53 1894682.26 4812 "Wang Yang" "Nakhon Phanom"
512 1103171.17 1836934.30 4901 "Muang Muddahan" "Mukdahan"
513 1091558.73 1815461.77 4902 "Nikhom Kham Soi" "Mukdahan"
514 1122894.23 1812458.85 4903 "Don Tan" "Mukdahan"
515 1072304.12 1862161.24 4904 "Dong Luang" "Mukdahan"
516 1070739.67 1844320.24 4905 "Khamcha-i" "Mukdahan"
517 1110478.61 1858278.82 4906 "Wan Yai" "Mukdahan"
518 1071234.71 1825581.74 4907 "Nong Sung" "Mukdahan"
519 495635.80 2075837.19 5001 "Muang Chiang Mai" "Chiang Mai"
520 459222.98 2031670.20 5002 "Chom Thong" "Chiang Mai"
521 427775.41 2066340.20 5003 "Mae Chaem" "Chiang Mai"
522 486136.81 2160119.65 5004 "Chiang Dao" "Chiang Mai"
523 523685.07 2092944.18 5005 "Doi Saket" "Chiang Mai"
524 485622.76 2121399.67 5006 "Mae Taeng" "Chiang Mai"
525 487089.25 2095671.68 5007 "Mae Rim" "Chiang Mai"
526 459566.19 2089462.18 5008 "Samoeng" "Chiang Mai"
527 519848.60 2201277.62 5009 "Fang" "Chiang Mai"
528 536686.42 2207603.11 5010 "Mae Ai" "Chiang Mai"
529 522141.76 2132924.17 5011 "Phrao" "Chiang Mai"
530 487543.46 2057658.69 5012 "San Pa Tong" "Chiang Mai"
531 516457.67 2070758.19 5013 "San Kamphaeng" "Chiang Mai"
532 503511.18 2095252.18 5014 "San Sai" "Chiang Mai"
533 487755.25 2070451.69 5015 "Hang Dong" "Chiang Mai"
534 445431.75 2002614.70 5016 "Hot" "Chiang Mai"
535 462435.13 1980046.70 5017 "Doi Tao" "Chiang Mai"
536 425648.35 1952898.71 5018 "Om Koi" "Chiang Mai"
537 501818.34 2066781.68 5019 "Saraphi" "Chiang Mai"
538 462610.78 2165173.15 5020 "Wiang Haeng" "Chiang Mai"
539 518321.80 2176231.12 5021 "Chai Prakarn" "Chiang Mai"
540 465726.02 2064418.19 5022 "Mae Wang" "Chiang Mai"
541 531038.51 2070646.18 5023 "Mae On" "Chiang Mai"
542 472574.92 2048546.19 5024 "Doi Lo" "Chiang Mai"
543 508408.28 2051423.69 5101 "Muang Lamphun" "Lamphun"
544 512868.28 2031849.68 5102 "Mae Tha" "Lamphun"
545 482380.47 2020340.20 5103 "Ban Hong" "Lamphun"
546 489740.71 1967692.19 5104 "Li" "Lamphun"
547 507887.70 1991211.19 5105 "Thung Hua Chang" "Lamphun"
548 485810.72 2035667.20 5106 "Pa Sang" "Lamphun"
549 515437.23 2062744.18 5107 "Ban Thi" "Lamphun"
550 474334.72 2035804.70 5108 "Wieng Nong long" "Lamphun"
551 558029.18 2034482.20 5201 "Muang Lampang" "Lamphang"
552 588548.91 2037409.20 5202 "Mae Mo" "Lamphang"
553 534965.12 2005247.69 5203 "Ko Kha" "Lamphang"
554 516987.33 1998886.19 5204 "Soem Ngam" "Lamphang"
555 598994.69 2077122.70 5205 "Ngao" "Lamphang"
556 569151.87 2070810.68 5206 "Chae Hom" "Lamphang"
557 568919.01 2117573.67 5207 "Wang Nua" "Lamphang"
558 528189.79 1939952.69 5208 "Thoen" "Lamphang"
559 504900.70 1933997.19 5209 "Mae Phrik" "Lamphang"
560 563222.06 2000090.19 5210 "Mae Tha" "Lamphang"
561 536083.88 1977735.20 5211 "Sop Prap" "Lamphang"
562 529223.32 2028240.19 5212 "Hang Chat" "Lamphang"
563 547172.54 2079201.68 5213 "Muang Pan" "Lamphang"
564 625346.04 1955602.71 5301 "Muang Uttaradit" "Uttaradit"
565 615178.05 1931892.19 5302 "Tron" "Uttaradit"
566 654026.30 1971497.73 5303 "Tha Pla" "Uttaradit"
567 683360.41 1957245.24 5304 "Nam Pat" "Uttaradit"
568 699104.31 1994338.25 5305 "Fak Tha" "Uttaradit"
569 717021.78 2006914.76 5306 "Ban Khok" "Uttaradit"
570 621246.31 1913508.70 5307 "Phichai" "Uttaradit"
571 605812.90 1951773.69 5308 "Laplae" "Uttaradit"
572 649289.68 1935643.21 5309 "Thong Saen Khan" "Uttaradit"
573 630065.51 1999589.21 5401 "Muang Phrae" "Phrae"
574 645522.03 2026170.21 5402 "Rong Kwang" "Phrae"
575 592389.89 2007493.69 5403 "Long" "Phrae"
576 618918.68 1993389.71 5404 "Sung Men" "Phrae"
577 609491.73 1980588.21 5405 "Den Chai" "Phrae"
578 627801.22 2052105.20 5406 "Song" "Phrae"
579 568929.05 1976529.70 5407 "Wang Chin" "Phrae"
580 618881.15 2023236.21 5408 "Nong Muang Khai" "Phrae"
581 676637.06 2086796.71 5501 "Muang Nan" "Nan"
582 720851.42 2069854.75 5502 "Mae Charim" "Nan"
583 651723.78 2089613.20 5503 "Ban Luang" "Nan"
584 688417.25 2020093.74 5504 "Na Noi" "Nan"
585 707086.30 2117811.72 5505 "Pua" "Nan"
586 687471.13 2117056.70 5506 "Tha Wang Pha" "Nan"
587 682331.42 2055804.23 5507 "Wiang Sa" "Nan"
588 701495.32 2155670.69 5508 "Thung Chang" "Nan"
589 699235.78 2135509.70 5509 "Chiang Klang" "Nan"
590 670119.66 2006734.24 5510 "Na Mun" "Nan"
591 710864.51 2092889.73 5511 "Santi Suk" "Nan"
592 734469.71 2115167.74 5512 "Bo Klue" "Nan"
593 670853.16 2147306.18 5513 "Song Kwae" "Nan"
594 697087.28 2079406.72 5514 "Phu Pieng" "Nan"
595 723564.14 2155051.22 5515 "Chalermphrakiet" "Nan"
596 591917.47 2118030.67 5601 "Muang Phayao" "Phayao"
597 621607.59 2141570.16 5602 "Chun" "Phayao"
598 642801.79 2153650.17 5603 "Chiang Kham" "Phayao"
599 634870.19 2094640.69 5604 "Chiang Muan" "Phayao"
600 609454.92 2115109.68 5605 "Dok Kham Tai" "Phayao"
601 645271.42 2124424.68 5606 "Pong" "Phayao"
602 583807.44 2141945.66 5607 "Mae Chai" "Phayao"
603 642438.85 2172084.15 5608 "Phu Sang" "Phayao"
604 601917.71 2135738.17 5609 "Phu Kam Yao" "Phayao"
605 580326.62 2198413.62 5701 "Muang Chiang Rai" "Chiang Rai"
606 603536.63 2195710.63 5702 "Wiang Chai" "Chiang Rai"
607 638318.70 2231837.61 5703 "Chiang Khong" "Chiang Rai"
608 625662.40 2178130.65 5704 "Thoeng" "Chiang Rai"
609 578345.23 2163890.65 5705 "Phan" "Chiang Rai"
610 602679.64 2158059.64 5706 "Pa Daet" "Chiang Rai"
611 589599.34 2232227.60 5707 "Mae Chan" "Chiang Rai"
612 618648.59 2238537.60 5708 "Chiang Saen" "Chiang Rai"
613 596464.16 2252401.08 5709 "Mae Sai" "Chiang Rai"
614 547456.66 2180921.63 5710 "Mae Sa-ruai" "Chiang Rai"
615 546408.48 2130966.66 5711 "Wiang Pa Pao" "Chiang Rai"
616 622956.55 2196059.64 5712 "Phaya Mengrai" "Chiang Rai"
617 652923.90 2213458.63 5713 "Wieng Kaen" "Chiang Rai"
618 633418.34 2197109.13 5714 "Khun Tan" "Chiang Rai"
619 568284.65 2234662.08 5715 "Mae Fa Luang" "Chiang Rai"
620 576051.22 2186694.61 5716 "Mae Lao" "Chiang Rai"
621 612904.62 2214734.62 5717 "Wieng Chiang Rung" "Chiang Rai"
622 616489.10 2228270.61 5718 "Doi Luang" "Chiang Rai"
623 397482.86 2133227.19 5801 "Muang Mae Hong Son" "Mae Hong Son"
624 385444.91 2083891.21 5802 "Khun Yuam" "Mae Hong Son"
625 436213.37 2141541.18 5803 "Pai" "Mae Hong Son"
626 368962.10 2023095.73 5804 "Mae Sariang" "Mae Hong Son"
627 394676.69 2042860.72 5805 "Mae La Noi" "Mae Hong Son"
628 391872.67 1979581.72 5806 "Sop Moei" "Mae Hong Son"
629 416446.48 2167883.65 5807 "Pang Ma Pha" "Mae Hong Son"
630 618130.47 1738124.57 6001 "Muang Nakhon Sawan" "Nakhon Sawan"
631 611218.97 1722666.07 6002 "Krok Phra" "Nakhon Sawan"
632 639676.32 1751814.10 6003 "Chumsaeng" "Nakhon Sawan"
633 672169.82 1755137.12 6004 "Nong Bua" "Nakhon Sawan"
634 605387.94 1771404.61 6005 "Banphot Phisai" "Nakhon Sawan"
635 616727.75 1758472.10 6006 "Kao Lieo" "Nakhon Sawan"
636 650276.87 1687902.53 6007 "Takhli" "Nakhon Sawan"
637 655988.57 1729259.58 6008 "Tha Tako" "Nakhon Sawan"
638 680378.11 1722333.09 6009 "Phaisali" "Nakhon Sawan"
639 630938.54 1713871.06 6010 "Phayuha Khiri" "Nakhon Sawan"
640 580988.80 1743672.07 6011 "Lat Yao" "Nakhon Sawan"
641 658669.71 1701774.06 6012 "Tak Fa" "Nakhon Sawan"
642 540694.03 1751454.07 6013 "Mae Wong" "Nakhon Sawan"
643 533877.94 1737258.56 6014 "Mae Poen" "Nakhon Sawan"
644 558993.10 1732894.05 6015 "Chum Ta Bong" "Nakhon Sawan"
645 608979.78 1701265.52 6101 "Muang Uthai Thani" "Uthai Thani"
646 587229.76 1714823.54 6102 "Thap Than" "Uthai Thani"
647 584781.21 1725283.04 6103 "Sawang Arom" "Uthai Thani"
648 582158.72 1699036.52 6104 "Nong Chang" "Uthai Thani"
649 603050.39 1698984.53 6105 "Nong Khayang" "Uthai Thani"
650 522373.35 1698387.01 6106 "Ban Rai" "Uthai Thani"
651 548804.11 1718826.04 6107 "Lan Sak" "Uthai Thani"
652 558105.51 1695895.52 6108 "Huai Khot" "Uthai Thani"
653 552188.27 1817390.14 6201 "Muang Kamphaeng Phet" "Kamphaeng Phet"
654 592875.09 1818481.63 6202 "Sai Ngam" "Kamphaeng Phet"
655 522693.87 1800436.11 6203 "Klong Lan" "Kamphaeng Phet"
656 572439.24 1770560.59 6204 "Khanu Woralaksaburi" "Kamphaeng Phet"
657 570570.01 1795290.60 6205 "Khlong Khlung" "Kamphaeng Phet"
658 556597.36 1848226.15 6206 "Phran Kratai" "Kamphaeng Phet"
659 594394.46 1835888.15 6207 "Lan Krabu" "Kamphaeng Phet"
660 593367.87 1802490.63 6208 "Sai Thong Pattana" "Kamphaeng Phet"
661 539028.33 1773355.59 6209 "Pang Sila Thong" "Kamphaeng Phet"
662 602727.83 1795224.62 6210 "Bung Samakkhi" "Kamphaeng Phet"
663 537676.51 1838263.15 6211 "Ko Sam Pi Nakhon" "Kamphaeng Phet"
664 516576.66 1866662.17 6301 "Muang Tak" "Tak"
665 507320.26 1892625.17 6302 "Ban Tak" "Tak"
666 488111.46 1932326.69 6303 "Sam Ngao" "Tak"
667 457334.81 1887476.19 6304 "Mae Ramat" "Tak"
668 405078.15 1933319.21 6305 "Tha Song Yang" "Tak"
669 472835.01 1852468.16 6306 "Mae Sod" "Tak"
670 481231.77 1819752.64 6307 "Phop Phra" "Tak"
671 483110.12 1745428.07 6308 "Um Phang" "Tak"
672 516062.95 1839656.14 6309 "Wang Chao" "Tak"
673 584251.89 1881316.66 6401 "Muang Sukhothai" "Sukhothai"
674 551123.60 1882826.17 6402 "Ban Dan Lan Hoi" "Sukhothai"
675 579329.35 1860397.66 6403 "Khiri Mat" "Sukhothai"
676 603897.34 1870688.68 6404 "Kong Krailat" "Sukhothai"
677 573747.82 1944533.69 6405 "Si Satchanalai" "Sukhothai"
678 575664.78 1897991.68 6406 "Si Sam Rong" "Sukhothai"
679 587795.33 1912605.68 6407 "Sawankhalok" "Sukhothai"
680 604398.99 1922468.70 6408 "Sri Nakhon" "Sukhothai"
681 560129.49 1920601.69 6409 "Thung Saliam" "Sukhothai"
682 640144.09 1858474.17 6501 "Muang Phitsanulok" "Phitsanulok"
683 696611.64 1895087.23 6502 "Nakhon Thai" "Phitsanulok"
684 679423.43 1926823.23 6503 "Chat Trakan" "Phitsanulok"
685 610180.64 1851389.17 6504 "Bang Rakam" "Phitsanulok"
686 644048.30 1836973.17 6505 "Bang Krathum" "Phitsanulok"
687 621023.58 1884810.68 6506 "Phrom Phiram" "Phitsanulok"
688 644743.86 1897900.20 6507 "Wat Bot" "Phitsanulok"
689 672567.93 1863191.20 6508 "Wang Thong" "Phitsanulok"
690 686633.75 1828668.19 6509 "Noen Maprang" "Phitsanulok"
691 647262.37 1814417.16 6601 "Muang Phichit" "Phichit"
692 669143.24 1811421.16 6602 "Wang Sai Phun" "Phichit"
693 625701.53 1803944.13 6603 "Pho Prathap Chang" "Phichit"
694 651632.85 1791337.64 6604 "Taphan Hin" "Phichit"
695 652104.95 1774088.13 6605 "Bang Mun Nak" "Phichit"
696 632726.94 1775485.12 6606 "Pho Thale" "Phichit"
697 629412.45 1821919.16 6607 "Sam Ngam" "Phichit"
698 671189.33 1790740.65 6608 "Thap Khlo" "Phichit"
699 660502.06 1827397.17 6609 "Sak Lek" "Phichit"
700 622795.29 1788816.12 6610 "Bung Na Rang" "Phichit"
701 673145.51 1769274.64 6611 "Dong Charoen" "Phichit"
702 617050.06 1827121.66 6612 "Wachirabarami" "Phichit"
703 730449.83 1810285.21 6701 "Muang Phetchabun" "Phetchabun"
704 694472.61 1779704.16 6702 "Chon Daen" "Phetchabun"
705 744571.17 1852350.25 6703 "Lom Sak" "Phetchabun"
706 743516.34 1877072.76 6704 "Lom Kao" "Phetchabun"
707 722350.55 1730667.63 6705 "Wichian Buri" "Phetchabun"
708 726162.13 1709785.61 6706 "Si Thep" "Phetchabun"
709 729005.67 1772059.68 6707 "Nong Phai" "Phetchabun"
710 719174.04 1748910.15 6708 "Buang Sam Phan" "Phetchabun"
711 775441.26 1865842.78 6709 "Nam Nao" "Phetchabun"
712 694854.03 1807738.19 6710 "Wang Pong" "Phetchabun"
713 712274.30 1848116.73 6711 "Khao Kho" "Phetchabun"
714 581934.66 1496640.17 7001 "Muang Ratchaburi" "Ratchburi"
715 555685.08 1502993.18 7002 "Chom Bung" "Ratchburi"
716 535179.10 1502511.18 7003 "Suan Phung" "Ratchburi"
717 604079.24 1499177.18 7004 "Damnoen Saduak" "Ratchburi"
718 572366.22 1530268.24 7005 "Ban Pong" "Ratchburi"
719 605896.19 1512329.70 7006 "Bang Phae" "Ratchburi"
720 579695.25 1514342.22 7007 "Photharam" "Ratchburi"
721 574036.31 1475531.63 7008 "Pak Tho" "Ratchburi"
722 593230.24 1487298.65 7009 "Wat Phleng" "Ratchburi"
723 540221.96 1474601.62 7010 "Ban Kha" "Ratchburi"
724 548835.86 1552062.78 7101 "Muang Kanchanaburi" "Kanchanaburi"
725 492520.49 1574437.33 7102 "Sai Yok" "Kanchanaburi"
726 547489.94 1585647.84 7103 "Bo Phloi" "Kanchanaburi"
727 513256.41 1622650.40 7104 "Si Sawat" "Kanchanaburi"
728 584287.59 1543114.76 7105 "Tha Maka" "Kanchanaburi"
729 564929.27 1539769.25 7106 "Tha Muang" "Kanchanaburi"
730 459158.70 1642561.94 7107 "Thong Pha Phum" "Kanchanaburi"
731 450304.71 1686604.01 7108 "Sangkhla Buri" "Kanchanaburi"
732 575139.62 1564952.81 7109 "Phanom Thuan" "Kanchanaburi"
733 572408.05 1613243.89 7110 "Lao Khwan" "Kanchanaburi"
734 537109.33 1530199.73 7111 "Dan Makham Tia" "Kanchanaburi"
735 541698.92 1623581.90 7112 "Nong Prue" "Kanchanaburi"
736 573943.31 1586130.35 7113 "Huai Krachao" "Kanchanaburi"
737 616131.16 1599920.88 7201 "Muang Suphanburi" "Supanburi"
738 607742.52 1644166.95 7202 "Doembang Nangbuat" "Supanburi"
739 559296.67 1646293.93 7203 "Dan Chang" "Supanburi"
740 620493.51 1584735.87 7204 "Bang Pla Ma" "Supanburi"
741 622794.65 1619642.92 7205 "Sri Prachan" "Supanburi"
742 600366.73 1617975.41 7206 "Don Chedi" "Supanburi"
743 608026.51 1568562.83 7207 "Song Phi Nong" "Supanburi"
744 617130.22 1631932.43 7208 "Sam Chuk" "Supanburi"
745 596044.39 1594664.37 7209 "U Thong" "Supanburi"
746 588134.55 1634007.43 7210 "Nong Ya Sai" "Supanburi"
747 609876.68 1527798.74 7301 "Muang Nakhon Pathom" "Nakhon Pathom"
748 602634.32 1549951.29 7302 "Kamphaeng Saen" "Nakhon Pathom"
749 627984.76 1527236.76 7303 "Nakhon Chai Sri" "Nakhon Pathom"
750 618389.44 1543584.29 7304 "Don Tum" "Nakhon Pathom"
751 625908.20 1552613.80 7305 "Bang Len" "Nakhon Pathom"
752 629343.51 1517706.25 7306 "Sam Phran" "Nakhon Pathom"
753 638881.17 1528967.26 7307 "Phuttha Mon Thon" "Nakhon Pathom"
754 633613.68 1496529.71 7401 "Muang Samut Sakhon" "Samut Sakhon"
755 636066.56 1511478.14 7402 "Krathum Baen" "Samut Sakhon"
756 622308.62 1502359.69 7403 "Ban Phaeo" "Samut Sakhon"
757 608830.96 1481203.16 7501 "Muang Samut Songkhram" "Samut Songkram"
758 603255.25 1489938.17 7502 "Bang Khon Ti" "Samut Songkram"
759 601037.71 1478272.64 7503 "Amphawa" "Samut Songkram"
760 604341.72 1445935.06 7601 "Muang Phetchaburi" "Petchburi"
761 586943.59 1461932.10 7602 "Khao Yoi" "Petchburi"
762 548293.23 1452545.07 7603 "Nong Ya Plong" "Petchburi"
763 595834.98 1409742.47 7604 "Cha-Am" "Petchburi"
764 588414.22 1414959.48 7605 "Tha Yang" "Petchburi"
765 592055.95 1443286.55 7606 "Ban Lat" "Petchburi"
766 607821.83 1454677.58 7607 "Ban Laem" "Petchburi"
767 551891.69 1419565.98 7608 "Kaeng Krachan" "Petchburi"
768 581165.91 1311009.18 7701 "Muang Prachaubkirikhan" "Prachaubkirikhan"
769 584567.85 1337110.27 7702 "Kui Buri" "Prachaubkirikhan"
770 562655.53 1276346.56 7703 "Thap Sakae" "Prachaubkirikhan"
771 547132.40 1249447.46 7704 "Bang Saphan" "Prachaubkirikhan"
772 535527.62 1225557.38 7705 "Bang Saphan Noi" "Prachaubkirikhan"
773 576838.31 1368327.35 7706 "Pran Buri" "Prachaubkirikhan"
774 575885.15 1385307.39 7707 "Hua Hin" "Prachaubkirikhan"
775 581159.13 1352867.29 7708 "Sam Roi Yot" "Prachaubkirikhan"
776 604031.55 931765.96 8001 "Muang Nakhon Sri Thammarat" "Nakhon Sri Thammarat"
777 589610.68 945013.79 8002 "Phrommakhiri" "Nakhon Sri Thammarat"
778 587684.23 926129.17 8003 "Lan Saka" "Nakhon Sri Thammarat"
779 552947.04 939458.85 8004 "Chawang" "Nakhon Sri Thammarat"
780 566524.12 951177.50 8005 "Phi Pun" "Nakhon Sri Thammarat"
781 627411.88 897542.15 8006 "Chian Yai" "Nakhon Sri Thammarat"
782 606087.23 881730.54 8007 "Cha-uat" "Nakhon Sri Thammarat"
783 594528.59 962662.52 8008 "Tha Sala" "Nakhon Sri Thammarat"
784 569021.65 893033.20 8009 "Thung Song" "Nakhon Sri Thammarat"
785 562578.37 914876.11 8010 "Na Bon" "Nakhon Sri Thammarat"
786 539572.22 916682.85 8011 "Thung Yai" "Nakhon Sri Thammarat"
787 626685.50 922402.03 8012 "Pak Phanang" "Nakhon Sri Thammarat"
788 600439.04 906115.66 8013 "Ron Phi Pun" "Nakhon Sri Thammarat"
789 586154.59 991452.00 8014 "Sichon" "Nakhon Sri Thammarat"
790 589871.80 1017937.53 8015 "Khanom" "Nakhon Sri Thammarat"
791 636586.83 887604.05 8016 "Hua Sai" "Nakhon Sri Thammarat"
792 554649.79 886356.69 8017 "Bang Khan" "Nakhon Sri Thammarat"
793 540035.36 936455.52 8018 "Tham Phannara" "Nakhon Sri Thammarat"
794 594444.53 892705.75 8019 "Chulaphon" "Nakhon Sri Thammarat"
795 602907.81 919879.45 8020 "Phra Phrom" "Nakhon Sri Thammarat"
796 575755.77 968754.14 8021 "Nophi Tam" "Nakhon Sri Thammarat"
797 568274.14 925098.87 8022 "Chang Klang" "Nakhon Sri Thammarat"
798 617507.33 902009.62 8023 "Chalermphrakiet" "Nakhon Sri Thammarat"
