plotid	x	y	distname	distcode
580	644847.02	1614524.92	San Chao Rong Thong	150602
581	650381.13	1607241.40	Phai Dam Phatthana	150603
582	632184.12	1608027.40	Sao Rong Hai	150604
583	643680.37	1610381.41	Tha Chang	150605
584	639874.26	1613089.91	Yi Lon	150606
585	644550.28	1603795.40	Bang Chak	150607
586	637978.16	1609568.42	Huai Khan Laen	150608
587	644455.02	1606321.91	Khlong Khanak	150609
588	633725.76	1604556.90	Phai Wong	150610
589	647286.68	1608823.92	Si Roi	150611
590	643896.60	1617946.91	Muang Tia	150612
591	649797.42	1612330.42	Hua Taphan	150613
592	638568.17	1605546.41	Lak Kaeo	150614
593	641673.55	1608500.41	Talat Mai	150615
594	634395.71	1615499.41	Samko	150701
595	637924.65	1616825.91	Ratsadorn Pattana	150702
596	632187.75	1614127.42	Op Thom	150703
597	635786.96	1611689.91	Pho Muang Phan	150704
598	635473.96	1619209.92	Mongkol Thamnimitr	150705
599	675950.78	1637122.98	Tha Le Chup Sorn	160101
600	673597.96	1637103.98	Tha Hin	160102
601	680575.79	1632291.98	Kok Ko	160103
602	671929.64	1623051.95	Kong Thanu	160104
603	679829.76	1648498.99	Khao Phra Ngam	160105
604	679709.86	1640606.98	Khao Sam Yot	160106
605	669678.66	1648184.99	Khok Katiam	160107
606	676481.77	1630884.97	Khok Lamphan	160108
607	696274.18	1642733.00	Kok Tum	160109
608	672257.87	1625766.45	Ngiu Rai	160110
609	675280.73	1625887.97	Don Pho	160111
610	672129.77	1630118.96	Talung	160112
611	674313.32	1644347.99	Tha Khae	160114
612	681068.51	1636492.49	Tha Sala	160115
613	686269.33	1639270.98	Nikhom Sang Ton Eng	160116
614	668063.86	1639762.47	Bang Khan Mak	160117
615	665150.58	1624469.45	Ban Khoi	160118
616	668137.47	1630436.97	Thai Talat	160119
617	676507.83	1633568.47	Pa Tan	160120
618	671274.22	1640262.47	Phrommat	160121
619	672011.36	1634378.47	Pho Kao Ton	160122
620	665547.92	1629153.46	Pho Taru	160123
621	668203.36	1624120.95	Si Khlong	160124
622	675203.07	1639736.99	Thanon Yai	160125
623	711105.43	1651195.03	Phatthana Nikhom	160201
624	704767.55	1635836.50	Chong Sarika	160202
625	721042.88	1652433.04	Manao Wan	160203
626	702356.89	1648703.51	Di Lang	160204
627	715902.89	1656445.04	Khok Salung	160205
628	713937.50	1635842.00	Chon Noi	160206
629	720391.64	1643037.52	Nong Bua	160207
630	739512.26	1654708.55	Huai Khun Ram	160208
631	731019.84	1654505.54	Nam Sut	160209
632	684986.65	1667075.52	Khok Samrong	160301
633	686849.65	1672390.53	Ko Kaeo	160302
634	679642.05	1665724.03	Thalung Lek	160303
635	676863.26	1660496.00	Lum Khao	160304
636	679661.81	1655762.01	Huai Pong	160305
637	692839.37	1656458.51	Khlong Ket	160306
638	693533.66	1672156.05	Sakaerap	160307
639	696684.16	1661136.02	Phaniat	160308
640	702684.52	1665126.05	Wang Ploeng	160309
641	701536.56	1674577.05	Dong Marum	160310
642	682198.56	1662631.03	Wang Khon Khwang	160318
643	679876.54	1669993.52	Wang Chan	160320
644	680798.84	1672173.03	Nong Kham	160322
645	728003.55	1680825.08	Lamnarai	160401
646	722443.56	1682286.58	Chainarai	160402
647	721696.35	1694732.08	Silathip	160403
648	718745.68	1674902.57	Huai Hin	160404
649	714662.23	1666273.55	Muang Khom	160405
650	737989.76	1676887.08	Bua Chum	160406
651	730450.73	1676305.07	Tha Din Dam	160407
652	720668.77	1664011.05	Makok Wan	160408
653	749181.28	1678253.10	Sap Ta Khian	160409
654	746345.16	1686777.60	Na Som	160410
655	744236.01	1682485.60	Nong Yai To	160411
656	742045.35	1696053.60	Ko Rang	160412
657	732969.31	1681970.08	Tha Manao	160414
658	732022.15	1689832.10	Nikhom Lamnarai	160417
659	723318.66	1671761.07	Chai Badan	160418
660	718494.60	1687177.56	Ban Mai Samakkhi	160419
661	708291.47	1668276.55	Kao Laem	160422
662	660471.06	1639364.97	Tha Wung	160501
663	665191.26	1638477.47	Bang Khu	160502
664	667534.57	1635771.47	Pho Talat Kaeo	160503
665	664600.61	1646442.98	Bang Li	160504
666	658273.60	1642889.47	Bang Nga	160505
667	661061.90	1645168.47	Khok Salut	160506
668	659339.00	1648616.99	Khao Samo Khon	160507
669	660741.12	1634353.97	Hua Samrong	160508
670	665515.37	1632428.96	Lat Sali	160509
671	661469.03	1626690.45	Ban Boek	160510
672	659565.55	1645196.48	Muchalin	160511
673	658026.84	1667868.52	Phai Yai	160601
674	669333.65	1665218.01	Ban Sai	160602
675	668545.79	1663700.00	Ban Kluai	160603
676	675905.69	1667233.01	Dong Phlap	160604
677	661489.90	1652546.99	Ban Chi	160605
678	671906.24	1653656.50	Phu Kha	160606
679	672032.95	1665346.52	Hin Pak	160607
680	660677.40	1658682.00	Bang Phung	160608
681	671173.76	1659408.01	Nong Sai Kao	160609
682	673558.60	1666144.51	Bang Kaphi	160610
683	667387.46	1655048.00	Nong Tao	160611
684	667285.00	1663247.49	Phon Thong	160612
685	656200.50	1653080.48	Bang Kham	160613
686	671833.78	1675803.54	Don Dung	160614
687	673347.92	1682622.03	Chon Muang	160615
688	663826.88	1674190.53	Nong Krabian	160616
689	662514.85	1669310.52	Sai Huai Kaeo	160617
690	658627.85	1659988.50	Mahason	160618
691	665128.30	1663483.00	Ban Mi	160619
692	662670.93	1665259.50	Chiang Nga	160620
693	668644.28	1673592.53	Nong Muang	160621
694	665336.71	1659969.49	Sanam Chaeng	160622
695	729013.19	1668375.07	Tha Luang	160701
696	723746.89	1661669.05	Kaeng Phak Kut	160702
697	741084.50	1663197.06	Sap Champa	160703
698	736119.17	1670648.06	Nong Phak Wan	160704
699	730090.49	1663893.06	Tale Wang Wat	160705
700	746247.05	1665954.57	Hua Lam	160706
701	695889.43	1682679.06	Sra Bot	160801
702	702144.93	1692291.57	Mahapho	160802
703	697345.85	1677693.54	Thung Tha Chang	160803
704	693567.39	1677969.03	Huai Yai	160804
705	705074.88	1683320.55	Niyomchai	160805
706	690249.03	1703501.58	Khok Charoen	160901
707	706851.57	1698771.58	Yang Rak	160902
708	699389.26	1707641.59	Nong Maka	160903
709	696953.17	1702097.07	Wang Thong	160904
710	694727.58	1698071.07	Khok Samae San	160905
711	753507.66	1697722.13	Lam Son Thi	161001
712	752791.58	1683321.61	Sup Sombun	161002
713	750806.75	1692683.12	Nong Ri	161003
714	750765.93	1713794.14	Kuttaphet	161004
715	751158.35	1700471.11	Khao Ruak	161005
716	754586.78	1671791.10	Kao Noi	161006
717	679069.62	1683612.55	Nong Muang	161101
718	678139.78	1690502.56	Bo Thong	161102
719	680906.56	1701114.07	Dong Din Daeng	161103
720	690821.18	1690841.05	Chon Sombun	161104
721	684903.79	1685416.06	Yang Thon	161105
722	686237.79	1679432.54	Chon Sandet	161106
723	651338.60	1645734.08	Bang Phutsa	170101
724	651303.55	1648519.33	Bang Man	170102
725	650009.75	1651416.99	Pho Kruam	170103
726	653600.74	1644702.98	Muang Mu	170104
727	653420.55	1654510.49	Hua Phai	170105
728	650086.35	1642958.47	Ton Pho	170106
729	650145.20	1641018.48	Chak Si	170107
730	647221.16	1649121.98	Bang Krabu	170108
731	643608.03	1647003.48	Sing	170201
732	642459.80	1644302.97	Mai Dat	170202
733	636861.09	1648248.97	Choeng Klat	170203
734	638275.78	1650827.97	Phochonkai	170204
735	641727.94	1651511.98	Mae La	170205
736	638797.23	1642842.96	Ban Cha	170206
737	631113.48	1650624.46	Phak Than	170207
738	633044.33	1644724.96	Sra Chaeng	170208
739	636356.19	1639775.96	Pho Thale	170301
740	639491.11	1636090.45	Bang Rachan	170302
741	646419.45	1639892.46	Pho Sang Kho	170303
742	647670.35	1640161.47	Tha Kham	170304
743	640598.39	1638954.97	Kho Sai	170305
744	632250.64	1638456.46	Nong Krathum	170306
745	654029.26	1631452.95	Phra Ngam	170401
746	656388.94	1640879.97	Phrom Buri	170402
747	656803.60	1635099.97	Bang Nam Chio	170403
748	657406.02	1630967.95	Ban Mo	170404
749	656850.30	1637569.47	Ban Paeng	170405
750	654394.59	1640279.48	Hua Pa	170406
751	654667.57	1636414.96	Rong Chang	170407
752	649757.46	1633265.45	Thon Samo	170501
753	647611.16	1634572.96	Pho Prachak	170502
754	650897.80	1637213.95	Wihan Khao	170503
755	651887.59	1633471.95	Phikul Thong	170504
756	641726.74	1660162.00	In Buri	170601
757	638736.78	1664461.49	Prasuk	170602
758	643420.33	1654824.99	Tapya	170603
759	648816.59	1657207.48	Ngiu Rai	170604
760	642134.68	1667666.99	Chi Nam Rai	170605
761	643673.12	1662187.50	Tha Ngam	170606
762	646846.24	1655713.98	Nam Tan	170607
763	648625.84	1664772.49	Thong En	170608
764	637136.13	1659192.49	Huai Chan	170609
765	655658.15	1661160.01	Phochai	170610
766	620933.80	1679128.51	Nai Muang	180101
767	623935.45	1678533.51	Ban Kluai	180102
768	619798.00	1677306.50	Tha Chai	180103
769	623125.16	1672922.99	Chainat	180104
770	623222.80	1683030.01	Khao Tha Phra	180105
771	616386.46	1682330.02	Hat Tha Sao	180106
772	619523.24	1685008.50	Thammamun	180107
773	632479.40	1686542.02	Sua Hok	180108
774	617069.90	1673164.99	Nang Lu	180109
775	617582.00	1690174.51	Khung Samphao	180201
776	621379.41	1694250.02	Wat Khok	180202
777	620152.83	1697884.52	Siladan	180203
778	621367.24	1700629.52	Tha Chanuan	180204
779	624586.84	1689977.53	Hang Nam Sakhon	180205
780	630331.55	1695056.02	Rai Patthana	180206
781	630531.40	1688948.50	U Taphao	180207
782	611693.58	1688084.52	Wat Sing	180301
783	611427.65	1683149.50	Makham Thao	180302
784	609125.75	1677483.00	Nong Noi	180303
785	608353.04	1689742.52	Nong Bua	180304
786	604706.69	1685428.00	Nong Khun	180306
787	603143.49	1688221.52	Bo Rae	180307
788	599450.14	1677774.50	Wang Man	180311
789	632075.02	1672772.51	Sanphaya	180401
790	631036.16	1679641.51	Taluk	180402
791	641436.37	1673754.01	Khao Kaeo	180403
792	636244.06	1668121.49	Pho Nang Dam Tok	180404
793	638880.98	1669397.50	Pho Nang Dam Ok	180405
794	628944.97	1675215.99	Bang Luang	180406
795	636038.85	1676411.50	Hat Asa	180407
796	621642.87	1663827.98	Phraek Sriracha	180501
797	624993.00	1666818.49	Thiang Thae	180502
798	628825.52	1668644.00	Huai Krot	180503
799	632805.66	1658640.96	Pho Ngam	180504
800	629356.82	1656806.48	Bang Khut	180505
801	621346.16	1655417.97	Dong Khon	180506
802	632716.27	1654670.99	Don Kam	180507
803	633524.63	1666814.49	Huai Krot Pattana	180508
804	606956.55	1660023.98	Han Kha	180601
805	607695.46	1651484.47	Ban Chian	180602
806	591112.19	1668673.49	Phri Nok Yung	180605
807	601544.60	1670280.48	Nong Saeng	180606
808	611714.25	1670306.99	Huai Ngu	180607
809	613221.46	1660060.48	Wang Kai Thuan	180608
810	599266.74	1662325.48	Den Yai	180609
811	611034.96	1666836.98	Sam Ngam Thabot	180611
812	587577.05	1684483.00	Nong Ma Mong	180701
813	585919.12	1688200.01	Wang Ta Khian	180702
814	590118.04	1678793.50	Saphan Hin	180703
815	598229.27	1686864.51	Kut Chok	180704
816	599250.01	1653905.47	Noen Kham	180801
817	584961.54	1661508.46	Kaboktia	180802
818	586817.34	1655993.46	Suk Duan Ha	180803
819	707082.36	1607338.94	Pak Prieo	190101
820	704814.48	1610805.47	Dao Ruang	190105
821	703381.70	1608164.45	Na Chong	190106
822	703480.42	1604927.45	Khok Sawang	190107
823	700688.83	1602800.94	Nong No	190108
824	704319.83	1601042.94	Nong Yao	190109
825	709110.63	1604398.44	Pak Khao San	190110
826	711140.48	1598538.94	Nong Pla Lai	190111
827	713089.93	1603826.47	Kut Nok Plao	190112
828	712364.49	1609220.46	Talingchan	190113
829	709788.07	1609269.96	Takut	190114
830	715720.84	1613302.98	Kaeng Khoi	190201
831	725086.04	1615945.49	Thap Kwang	190202
832	715106.32	1610511.47	Tan Dieo	190203
833	717472.67	1601348.44	Huai Haeng	190204
834	716752.62	1627173.50	Tha Khlo	190205
835	718236.62	1631923.51	Hin Son	190206
836	716698.10	1618513.99	Ban That	190207
837	719125.97	1615930.98	Ban Pa	190208
838	715975.48	1621909.49	Tha Tum	190209
839	730431.25	1594394.96	Cha Om	190210
840	712931.08	1618519.48	Song Khon	190211
841	710550.18	1614457.47	Tao Pun	190212
842	724028.09	1606552.96	Cham Phak Phaeo	190213
843	724747.54	1600058.95	Tha Maprang	190215
844	701082.55	1585897.42	Nong Kae	190301
845	700237.20	1582841.40	Kum Hak	190302
846	694393.69	1591608.91	Khotchasit	190303
847	691801.58	1595485.92	Khok Tum	190304
848	707783.60	1591416.43	Khok Yae	190305
849	697949.14	1595359.93	Bua Loi	190306
850	697131.30	1584171.41	Phai Tam	190307
851	695463.67	1595538.43	Phon Thong	190308
852	702738.59	1593419.94	Huai Khamin	190309
853	707489.65	1594897.43	Huai Sai	190310
854	702087.94	1589710.93	Nong Khai Nam	190311
855	693188.48	1585875.41	Nong Khaem	190312
856	700746.32	1596718.43	Nong Chik	190313
857	705839.45	1586530.42	Nong Chorakhe	190314
858	705772.73	1598285.44	Nong Nak	190315
859	700165.18	1591914.91	Nong Pla Mo	190316
860	695448.83	1588676.40	Nong Pling	190317
861	700279.66	1579110.40	Nong Rong	190318
862	707295.86	1580623.91	Nong Mu	190401
863	711814.70	1591859.43	Ban Lam	190402
864	719115.04	1588729.44	Khlong Rua	190403
865	714270.87	1583702.42	Wihan Daeng	190404
866	709804.05	1585747.44	Nong Sruang	190405
867	715916.46	1590689.43	Charoentham	190406
868	690376.12	1604084.95	Nong Saeng	190501
869	692904.80	1602729.94	Nong Khwai So	190502
870	695806.48	1601996.44	Nong Hua Pho	190503
871	697269.63	1604886.45	Nong Sida	190504
872	691692.63	1599128.43	Nong Kop	190505
873	693089.98	1605297.94	Kai Sao	190506
874	694328.58	1599495.45	Khok Sa-at	190507
875	697535.98	1599305.94	Muang Wan	190508
876	697997.18	1603164.93	Khao Din	190509
877	685614.56	1614898.95	Ban Mo	190601
878	688135.25	1613991.45	Bang Khamot	190602
879	689544.90	1617469.45	Sang Sok	190603
880	685473.45	1619023.95	Talat Noi	190604
881	681078.79	1617791.45	Horathap	190605
882	680977.69	1614111.94	Khok Yai	190606
883	679177.60	1612253.93	Phi Khwang	190607
884	691621.15	1612795.44	Ban Krue	190608
885	692302.14	1617091.97	Nong Bua	190609
886	675313.79	1613647.96	Don Phut	190701
887	676502.45	1617549.95	Phai Liu	190702
888	674605.44	1611892.93	Ban Luang	190703
889	672378.72	1618389.44	Dong Tangao	190704
890	686122.89	1623550.96	Nong Don	190801
891	682444.93	1629265.48	Ban Klap	190802
892	678785.19	1624212.47	Don Thong	190803
893	683147.19	1627288.98	Ban Prong	190804
894	691445.31	1628061.47	Phra Phutthabat	190901
895	696793.99	1625553.01	Khun Klone	190902
896	694353.14	1632175.79	Than Kasem	190903
897	689743.44	1634018.99	Na Yao	190904
898	701854.40	1630777.49	Phu Kham Chan	190905
899	697412.16	1622896.97	Khao Wong	190906
900	695420.36	1617567.45	Huai Pa Wai	190907
901	692298.90	1623217.47	Phuk Rang	190908
902	687925.59	1627771.47	Nong Kae	190909
903	699491.68	1608089.47	Sao Hai	191001
904	695554.91	1612771.95	Ban Yang	191002
905	699283.21	1618200.46	Hua Pluak	191003
906	698521.91	1613224.45	Ngiu Ngam	191004
907	698776.27	1611371.44	Salarithai	191005
908	703009.81	1612263.96	Tontan	191006
909	700784.96	1614230.98	Tha Chang	191007
910	702314.87	1614575.98	Phrayathot	191008
911	694551.97	1609007.93	Muang Ngam	191009
912	692180.62	1609850.45	Roeng Rang	191010
913	697049.32	1608232.44	Muang Kao	191011
914	701533.88	1608259.95	Suan Dokmai	191012
915	730404.67	1628454.02	Muak Lek	191101
916	734976.60	1608718.48	Mittaphap	191102
917	743710.12	1635864.53	Nong Yang Sua	191104
918	756612.40	1659834.59	Lam Som Phung	191105
919	753964.87	1647985.06	Lamphaya Klang	191107
920	741385.65	1643623.55	Sap Sanun	191109
921	727974.06	1632536.52	Salaeng Phan	191201
922	727235.87	1639096.52	Kham Phran	191202
923	732317.40	1644758.03	Wang Muang	191203
924	706561.52	1617997.96	Khao Din Phatthana	191301
925	709618.57	1613776.97	Ban Kaeng	191302
926	707423.22	1614050.96	Phung Ruang	191303
927	705589.12	1621479.49	Phu Khae	191304
928	703863.61	1615542.45	Huai Bong	191305
929	704748.20	1626789.97	Na Phralan	191306
930	714881.53	1478179.72	Bang Pla Soi	200101
931	714912.09	1479084.74	Makham Yong	200102
932	715137.95	1479463.48	Ban Khot	200103
933	708306.72	1468607.70	Saen Suk	200104
934	716994.08	1477655.71	Ban Suan	200105
935	721528.70	1472808.20	Nong Ri	200106
936	719684.18	1480741.22	Na Pa	200107
937	717265.04	1471386.19	Nong Khang Khok	200108
938	721283.33	1484376.24	Don Huafo	200109
939	717233.43	1482620.72	Nong Mai Daeng	200110
940	715535.88	1480697.21	Bang Sai	200111
941	716341.76	1486935.23	Khlong Tamru	200112
942	712693.58	1466703.19	Muang	200113
943	709198.78	1472326.20	Ban Pik	200114
944	713063.64	1472029.19	Huai Kapi	200115
945	711734.48	1473262.20	Samet	200116
946	708783.28	1473835.71	Ang Sila	200117
947	722804.19	1479452.22	Sanak Bok	200118
948	727693.45	1470171.21	Ban Bung	200201
949	733664.21	1459531.70	Khlong Kiu	200202
950	726624.23	1477549.21	Map Phai	200203
951	723990.84	1473781.73	Nong Samsak	200204
952	733777.77	1476145.23	Nong Bon Daeng	200205
953	735365.82	1471169.23	Nong Chak	200206
954	743899.97	1470598.71	Nong I-run	200207
955	744509.85	1461978.22	Nong Phai Kaeo	200208
956	758063.17	1459435.21	Nong Yai	200301
957	763280.39	1452062.70	Khlong Phlu	200302
958	749347.57	1450242.18	Nong Sua Chang	200303
959	754136.57	1459482.21	Hang Sung	200304
960	762034.68	1445867.18	Khao Sok	200305
961	709917.76	1443050.62	Bang Lamung	200401
962	710037.17	1429675.59	Nong Pru	200402
963	712192.67	1435634.11	Nong Pla Lai	200403
964	715465.04	1430746.60	Pong	200404
965	722978.79	1431696.62	Khao Mai Kaeo	200405
966	715696.94	1419650.07	Huai Yai	200406
967	715913.96	1439570.12	Ta Khian Tia	200407
968	705840.97	1430077.58	Na Kloe	200408
969	726960.54	1488972.24	Phan Thong	200501
970	724757.08	1483095.22	Nong Tamlung	200502
971	730737.15	1482964.25	Map Pong	200503
972	726673.38	1485035.76	Nong Kakha	200504
973	728652.34	1480715.73	Nong Hong	200505
974	728283.83	1498288.79	Khok Khi Non	200506
975	721056.17	1488025.26	Ban Kao	200507
976	727154.83	1492922.74	Na Pradu	200508
977	721583.91	1491747.24	Bang Nang	200509
978	725580.11	1496968.27	Ko Loi	200510
979	724039.17	1498541.77	Bang Hak	200511
980	737128.31	1488803.26	Phanat Nikhom	200601
981	732601.45	1490011.75	Na Phrathat	200602
982	734713.88	1494629.28	Wat Luang	200603
983	732321.89	1486424.76	Ban Soet	200604
984	742975.35	1482326.75	Na Roek	200605
985	741669.81	1479080.26	Mon Nang	200606
986	740489.08	1500497.80	Sra Si Liam	200607
987	731635.54	1492955.26	Wat Bot	200608
988	734535.86	1487067.25	Kut Ngong	200609
989	742544.70	1498101.78	Hua Tanon	200610
990	733312.64	1501231.77	Tha Kham	200611
991	743507.76	1494785.28	Nong Pru	200613
992	733932.39	1482337.73	Nong Khayat	200614
993	736915.10	1480327.73	Thung Khwang	200615
994	746631.70	1491713.27	Nong Hiang	200616
995	742919.69	1487899.26	Na Wang Hin	200617
996	737977.01	1486596.25	Ban Chang	200618
997	732343.84	1497275.27	Khok Phlo	200620
998	736620.88	1491988.75	Rai Lak Thong	200621
999	735963.13	1484703.24	Na Matum	200622
1000	709445.54	1456651.65	Si Racha	200701
1001	712309.41	1454684.16	Surasak	200702
1002	708047.41	1447678.63	Thung Suk La	200703
1003	717274.01	1445055.63	Bung	200704
1004	718858.36	1452745.16	Nong Kham	200705
1005	732511.72	1449910.65	Khao Khan Song	200706
1006	717393.96	1462729.68	Bang Phra	200707
1007	727718.99	1443697.13	Bo Win	200708
1008	696010.07	1454367.13	Tha Thewawong	200801
1009	705503.58	1403036.03	Sattahip	200901
1010	708919.79	1417948.55	Na Chom Thian	200902
1011	713027.35	1403370.03	Phlu Ta Loung	200903
1012	709675.90	1411632.06	Bang Sa-re	200904
1013	710998.37	1395417.02	Samaesarn	200905
1014	770694.28	1458987.23	Bo Thong	201001
1015	762310.73	1476308.76	Wat Suwan	201002
1016	750186.13	1471984.24	Bo Kwang Thong	201003
1017	764552.02	1461543.73	That Thong	201004
1018	770781.31	1474006.75	Kasetsuwan	201005
1019	783577.68	1464625.76	Pluang Thong	201006
1020	762577.63	1483724.27	Ko Chan	201101
1021	751258.62	1482667.76	Tha Bunmi	201102
1022	747292.49	1402206.14	Tha Pradu	210101
1023	748549.92	1403373.57	Choeng Noen	210102
1024	757185.45	1400506.55	Taphong	210103
1025	745873.67	1401470.56	Pak Nam	210104
1026	762339.11	1396617.07	Phe	210105
1027	767530.01	1401408.59	Klaeng	210106
1028	757058.23	1406157.58	Ban Laeng	210107
1029	756274.19	1408349.09	Na Ta Khuan	210108
1030	739201.88	1403890.05	Noen Phra	210109
1031	769219.44	1412794.12	Ka Chet	210110
1032	742106.97	1406672.58	Thapma	210111
1033	745719.07	1406711.08	Nam Khok	210112
1034	730772.41	1411237.08	Huai Pong	210113
1035	733596.48	1406450.06	Map Ta Phut	210114
1036	765389.95	1411211.11	Sam Nak Thong	210115
1037	721499.67	1410962.06	Samnak Thon	210201
1038	719791.97	1404479.53	Phla	210202
1039	725628.87	1408189.55	Ban Chang	210203
1040	786641.53	1414779.64	Thang Kwian	210301
1041	779459.41	1414423.64	Wang Wa	210302
1042	782903.88	1405213.62	Chak Don	210303
1043	788182.94	1406119.63	Noen Kho	210304
1044	785663.34	1401862.61	Kram	210305
1045	777839.38	1402533.61	Chakphong	210306
1046	783609.06	1425235.65	Krasae Bon	210307
1047	789676.42	1419858.17	Ban Na	210308
1048	794029.88	1415786.64	Thung Khwai Kin	210309
1049	802310.69	1421780.68	Kong Din	210310
1050	796390.11	1410792.65	Khlong Pun	210311
1051	800801.06	1409668.16	Phang Rat	210312
1052	793678.85	1407729.63	Pak Nam Prasae	210313
1053	779149.45	1411033.64	Huai Yang	210317
1054	776881.28	1408743.60	Song Salung	210318
